loài_gặm_nhấm cá_dẹp
bọ_chó Scomber_japonicus
người chim_diệc
hoét_nước cầy
khỉ_đầu_chó Sus_scrofa
động_vật_gặm_nhấm lợn_thịt
động_vật_bò_sát chú_thỏ
chó_nuôi cóc_lửa
ruồi_lằng cá_thu_Thái_Bình_Dương
chim_lội_suối diều_hâu
chim chích_choè
cá_thu_Nhật cá_rô_chó
con_cái chúa_tể_muôn_loài
động_vật Pan_troglodytes
động_vật_đực Struthio_camelus
châu_chấu chim_ó_biển
blennioid hải_cẩu
chim_biết_hót động_vật_có_nhau_thai
bướm_đêm chồn_zibelin
heo cóc_lửa
con_cá_chép động_vật_thiếu_răng
con_cái chim_cắt
chét cá_thu_ngừ
động_vật_có_nhau_thai gia_súc_giống_cái
gia_súc ngựa_non
con_cha voi_biển
cá_vây_tia con_kỳ_nhông
con_đỉa linh_dương
động_vật_không_xương_sống hươu_nai_đực
côn_trùng_cánh_giống loài_tám_chân
côn_trùng Accipiter_nisus
côn_trùng_cánh_màng ngựa_cày
thỏ chim_bồ_câu
động_vật_có_vú_chưa_trưởng_thành cá_ngừ
choi_choi cún
động_vật_thân_mềm linh_trưởng_thuộc_họ_Người
động_vật_không_xương_sống chuột_chũi_chúa
chim_biển con_mèo
động_vật_lưỡng_cư rận_lông_mu
động_vật_thân_mềm gõ_kiến_Bắc_Mĩ
giáp_xác_mười_chân chồn_zibelin
lợn Carassius_vulgaris
chó chạch
chim_họ_Sáo cá_chép
ngựa_kéo báo_hoa_mai
sâu_bọ cá_lờn_bơn
động_vật_hữu_nhũ chim_bồ_câu_nhà
thằn_lằn_Mĩ_nhiệt_đới gián
động_vật_họ_Chó sáo_Bắc_Mỹ
thú_nuôi cá_heo_mỏ
mèo bơn_sao
ngoé chim_biết_hót
vẹt chim_bộ_Ngỗng
bộ_Guốc_chẵn rận_mu
chích_Tân_thế_giới ngựa_đực_con
mèo_nhà bướm_giáp
hoét_nước bò_sát_có_hai_hố_thái_dương
mèo hải_sâm
động_vật_ăn_sâu_bọ động_vật_chân_khớp
động_vật_chân_đầu_thân_mềm sâu_bọ
lớp_Bò_sát động_vật_ăn_sâu_bọ
ấu_trùng_bọ thú_có_túi
họ_Bọ_ngựa gà_gô_Bắc_Cực
con_mèo cá_chép_họ_Cá_mõm_trâu
thú_nuôi cá_giếc
động_vật_có_vú_và_nhau_thai chồn_zibelin
móng_guốc_đực gia_súc_giống_cái
động_vật_có_nhau họ_Chích_cựu_thế_giới
con_vịt vật_nuôi
choi_choi chuột_naked_mole
mèo ong_vẽ
động_vật_thuộc_bộ_Không_đuôi động_vật_ăn_sâu_bọ
động_vật_có_vú_chân_màng động_vật_bốn_chân
cá_blennioid cá_bống_mép_lưỡi_câu
linh_trưởng con_nòng_nọc
chim_săn_mồi đầu
sâu_bọ chim_dẽ_giun
chét chét
ngựa_non cá_lờn_bơn
động_vật_nhai_lại bơn_Nam_Mỹ
gà_gô chim_ác_là
động_vật_ăn_thịt thú_cha
linh_miêu heo_nhà
con_mèo Saturnia_pavonia
ếch_nhái họ_Cua
giáp_xác_mười_chân chó_biển
bọ_râu_lá ngựa_con
ong_vò_vẽ ngựa_đực_con
bồ_câu ễnh_ương
côn_trùng con_lợn
chim chim_dơi
choi_choi chim_sả
heo_non hải_tượng
côn_trùng_có_cánh bò_rừng_bizon
mèo_hoang chét
bò Cardinalis_cardinalis
chim ngỗng
động_vật_có_xương_sống chó_canh
côn_trùng_thể_mạng chúa_tể_loài_thú
bố loại_chó_lai
chim_săn_mồi khỉ_vervet
sâu_bọ động_vật_gốc_lẻ
mèo_lớn linh_trưởng_thuộc_họ_Người
thú_chưa_trưởng_thành côn_trùng_hai_cánh
bướm_đêm gà_trống_choai
động_vật_có_nhau tôm_hùm_gai
chim_choi_choi đỉa_biển
động_vật_da_dày cá_diếc
cá_mập chó_nhà
họ_động_vật_nhai_lại Cardinalis_cardinalis
động_vật_da_dày rận_lông_mu
bộ_chuồn_chuồn chim_ó_cá
hải_sâm cá_lờn_bơn
cá_dẹt bò_mộng
chó thờn_bơn
động_vật_có_vú_và_nhau_thai chó_giữ_nhà
chim_sẻ sâu_máu
lợn_nhà động_vật_có_vú_non
động_vật_hay_dũi cá_chép
chim_lội_suối động_vật_đơn_huyệt
ruồi_nhặng chồn_Martes_Bắc_Mĩ
động_vật_gặm_nhấm gà_tây
con_cá_rô_chó sâm_cầm
mèo_hoang phân_họ_dê_cừu
côn_trùng chim_sáo
động_vật_thân_mềm_chân_bụng vật_nuôi
vượn_người_lớn giun
sâu_bọ rận_lông_mu
động_vật_thân_mềm chú_thỏ_rừng
loài_nhai_lại ngài_tằm
thú_có_nhau họ_Ngài_hoàng_đế
ve thằn_lằn_bay
động_vật_có_vú_non hươu_đực
cá_bơn hùm
con_heo bò
chồn báo_sư_tử
hoét_nước thú_cha
ếch_nhái bố
cá_rô_chó động_vật_họ_Chó
mèo loài_tám_chân
động_vật_nhai_lại mãng_xà
động_vật cá_bơn_sao
mèo Rana_catesbeiana
bọ_ve cừu_non
chim_biết_hót mòng_bể
họ_động_vật_nhai_lại cá_thờn_bơn
động_vật_da_dày chim_đớp_ruồi
khỉ_lớn_hình_người con_thú_cha
cá_vược con_vịt_giời
thú_chưa_trưởng_thành động_vật_có_vú_chưa_trưởng_thành
động_vật_có_chân_màng gà_sống
động_vật_thuộc_bộ_Không_đuôi thằn_lằn_phi_long
chó ếch
chim_sáo_đá_châu_Á bò
com_châu_chấu thú_cha
gunnel ngựa_đua
mèo moóc
động_vật_thuỷ_sinh gà
ruồi_nhặng ấu_trùng_bọ
con_non báo_đốm
khỉ_mũi_hẹp con_ấu_trùng
động_vật sói
thu_ngừ nhện
động_vật_có_nhau rận_cua
con_bố côn_trùng_thể_lưới
con_vịt chim_ác_là
động_vật_họ_Chó chim_để_săn_bắt
ngựa ấu_trùng_muỗi_lắc
ruồi_nhặng thu_ngừ
guenon con_cái
thú_chưa_trưởng_thành động_vật_có_vú_chân_màng
ếch ác_là
chích_choè cá_nục_heo_cờ
động_vật_gặm_nhấm ấu_trùng_bọ
sâu_bọ chuột
động_vật_nhai_lại khỉ_đột
động_vật chuột_đồng
choi_choi mòng
chồn_mác-tét cá_bơn
động_vật_hữu_nhũ thai_nhi
giun cá_hồi_Keta
thú đỉa_biển
cá_thu_ngừ Calliphora_vicina
cá_thu_Nhật_Bản chim_chích_bông
côn_trùng chim_họ_sẻ
động_vật_có_nhau con_nòng_nọc
chó sâu_máu
diều_hâu chim_lềnh_đềnh
cuculiform bọ_bổ_củi
ve bơn_Nam_Mĩ
động_vật_không_xương_sống chim_xa_bờ
giáp_xác_mười_chân trút
chó bọ_chó
bướm_đêm cún
động_vật_có_vú_chưa_trưởng_thành chim_chích_bông
gà_gô chim_hét
com_châu_chấu chó_săn
loài_gặm_nhấm hải_tượng
cá_chép mèo_nuôi
bướm_đêm san_hô
động_vật_thân_mềm lợn_nhà
bồ_nông_biển thai_nhi
chồn chim_giẽ_giun
ong_bắp_cày cừu_non
động_vật_hữu_nhũ cá_lờn_bơn
perch lợn
chim_biết_hót ngựa_đực_con
mèo bướm_hoàng_đế
con_vịt ngựa_con
thai_nhi chim_dẽ_gà
động_vật_có_túi woodcock
động_vật_có_xương_sống giáp_xác_mười_chân
động_vật_gặm_nhấm chuột_bào_thai
động_vật_thuỷ_sinh lợn_nhà
cá_chép chó_biển
chim_biết_hót bò_dái
chét chim_ó_cá
chim_ưng họ_Chích_thật_sự
động_vật_có_xương_sống chó_định_vị
chim_choi_choi lười
động_vật_gốc_lẻ hồng_y
bộ_Guốc_chẵn thú_guốc_lẻ
linh_trưởng ngựa_đực_non
cá_thu_Nhật_Bản rận_mu
chồn_mác-tét whiff
cá_vược động_vật_chân_đốt
vật_nuôi cừu_tơ
bọ_cánh_cứng cá_chình
chim_ưng chim_để_săn_bắt
diều_hâu heo
chim_nhà ngựa_đực
động_vật_có_vú_non bơn_Nam_Mĩ
chó_nuôi côn_trùng
nhái chó_nhà
con_mái choi_choi
sâu_bọ chim_lạc_đà
ếch cá_cơm
cá_họ_Chép thú_chưa_trưởng_thành
động_vật_đực nhân_gian
giun_ít_tơ cheo_cheo
bò_nhà voi_biển
bộ_Cá_vây_tia lợn_bột
vàng_anh_Mĩ bọt_biển
bồ_câu giáp_xác_mười_chân
ếch_nhái động_vật_thân_giáp
sâu_bọ thú_bố
nhái lợn_nhà
con_mòng cá_đục
chim_choi_choi con_dê
động_vật_có_nhau chim_hoét
gà_sống gia_súc_giống_cái
chim_ưng Mantis_religioso
chim_chích động_vật_biển_có_vú
cá_rô_chó động_vật_có_xương_sống_thuỷ_sinh
thú_non động_vật_gốc_lẻ
con_con báo
chim_cắt én
con_mái động_vật_giáp_xác_mười_chân
mèo Philomachus_pugnax
động_vật_hay_đào con_sư_tử
vẹt rận_mu
gia_súc cá_chình_Bắc_Mỹ
động_vật_hữu_nhũ ruồi_trâu
động_vật_có_nhau_thai thú_cha
động_vật_có_vú_và_nhau_thai cá_họ_Chép
loài_nhai_lại giun_cát
động_vật_có_nhau_thai ốc
động_vật_có_nhau_thai Philomachus_pugnax
khỉ_mũi_hẹp sâu_bướm
côn_trùng_cánh_cứng con_trai
bò_sát_không_cung chim_chân_màng
huơu_nai bộ_móng_vuốt_đực
động_vật_hai_mảnh_vỏ hải_âu_petrel
côn_trùng con_cắc_kè
móng_guốc_đực heo_con
chim Sander_vitreus
côn_trùng sả_rừng
thú_chưa_trưởng_thành họ_Bổ_củi
loài_không_xương_sống báo
giun_tròn họ_chó
chim_sẻ động_vật_móng_guốc_ngón_lẻ
gà chí
chim_cay Calidris_canutus
động_vật diệc
động_vật_hữu_nhũ họ_Gà_tây
Bộ_Mười_chân nhím
huơu_nai động_vật_thồ
chim_lội_suối con_cha
động_vật_có_nhau_thai con_thú_bố
Cá_xương_thật chim_rẽ_giun
chó_nuôi chích_bông
cá_dẹp Panthera_onca
động_vật_ăn_sâu_bọ họ_Cá_cơm
thú_chưa_trưởng_thành moóc
rùa con_vịt
động_vật_nhai_lại con_thú_bố
chim_cút cừu_con
mòng động_vật_không_ăn_tạp
côn_trùng khỉ_hình_người
chồn nhái
chim_biết_hót chí
động_vật_làm_việc_nặng cá_nục_Mĩ
động_vật_có_xương_sống Bộ_Mười_chân
con_cha con_rái_cá
báo_hoa_mai muôm_muỗm
động_vật_ăn_thịt động_vật_giống_hải_quỳ
động_vật_gặm_nhấm_bốn_răng_cửa rùa_táp
động_vật_có_vú bộ_chuồn_chuồn
chí thú_có_móng_guốc
mòng_biển con
con_vịt Sus_scrofa
móng_guốc_đực chim_cay
thú_non gà_trống_tơ
mèo_lớn báo_sư_tử
động_vật_chân_màng tôm_càng
bướm_đêm ngựa_đực_non
cá_xương ngựa_đực_non
larid bồ_câu_nuôi
chim_họ_sẻ bọ_bổ_củi
heo_con yểng
chồn chim_hót
động_vật_gặm_nhấm con_chấy
động_vật_có_xương_sống chí
chét chuột_rừng
chim chuột_chũi
con_con mòng_biển_lưng_đen
cá_dẹp cào_cào
động_vật_không_xương_sống cá_chuồn
chồn thú_mẹ
sáo_đá_châu_Á gia_súc_cái
loài_giáp_xác_mười_chân động_vật_gốc_lẻ
chim_họ_sẻ chó_biển
động_vật_thuộc_bộ_Không_đuôi chim_chìa_vôi
blennioid chuột_cống_kăng-ga-ru
chim_lội_suối bào_ngư
bướm_đêm bướm_coma
con_cá_chép bò_u_Ấn_Độ
loài_gặm_nhấm ngựa_xám
động_vật_lớp_Hình_nhện rùa
động_vật_có_móng_guốc cá_sòng
chó_nhà động_vật_tứ_chi
chim_họ_sẻ Phthirius_pubis
choi_choi động_vật_ăn_côn_trùng
cá_bracketed_blenny thú_mỏ_vịt
loài_người ốc_xà_cừ
vàng_anh_Mĩ bào_ngư_vành_tai
hải_âu_petrel thú_cha
mèo_hoang ngựa_non
động_vật_có_nhau_thai Diềm_cổ
ngành_Da_gai cắc_kè
con_heo Bổ_củi
động_vật_lớp_Hình_nhện trút
côn_trùng_hai_cánh chó_spitz
lợn ngựa_đực
thú_chưa_trưởng_thành ngựa_cho_mướn
con_cá_rô_chó quạ
huơu_nai con_cá_rô_chó
ve cheo_cheo
động_vật_có_nhau_thai chim_dẽ_gà
động_vật_linh_trưởng chim_nước
bò_brahman linh_trưởng
con_lợn linh_miêu
mèo_lớn cún
cá_chép chó_đi_lạc
côn_trùng động_vật_giáp_xác_mười_chân
động_vật_có_vú_và_nhau_thai côn_trùng_cánh_màng
com_châu_chấu con_trống
chim_ưng ong_vẽ
động_vật_ruột_khoang giòi
con_bố loài_ăn_côn_trùng
chim_ưng thai_nhi
lợn_non bọ_ve
họ_chó chim_bồ_câu_nuôi
sâu_bọ chuột_bào_thai
gà_rừng con_vịt_giời
bọ_ve cóc_lửa
thú động_vật_nhai_lại
ếch_nhái rắn_giun
động_vật_có_móng_guốc ốc
chim_ó cá_blennioid
ngài_tằm_lớn hùm
lợn_con Sus_scrofa
động_vật_có_vú_và_nhau_thai Struthio_camelus
chim_tyrannid động_vật_móng_guốc
thằn_lằn vượn_người_lớn
họ_Bổ_củi hải_tượng
động_vật_ăn_thịt Diềm_cổ
chim_hoét động_vật_bốn_chân
bướm_đêm bơn_Nam_Mỹ
cá_thờn_bơn_mắt_phải bướm_màu_đồng
động_vật_không_xương_sống sóc
bò bò_sát_có_hai_hố_thái_dương
mèo_lớn con_đỉa_trâu
thằn_lằn linh_trưởng_thuộc_họ_Người
bọ_chét loài_nhai_lại
họ_Lâm_oanh lợn_nhà
động_vật_chân_đốt heo_rừng
côn_trùng chim_ưng_biển
nhái chí
động_vật_đào_bới lợn_con
đỉa_biển động_vật_có_bốn_chân
hải_âu_petrel lợn_bột
rùa cá_thu_Thái_Bình_Dương
con_cạc mãng_xà
thú hoét_nước
bộ_Cá_nóc khủng_long
chim_cuculiform bơn_sao
cá_dẹt động_vật_chân_màng
cá_thu_Nhật mãng_xà
họ_Bọ_ngựa xuyên_sơn
lớp_Bò_sát nhím
chim_chích_choè bơn_sao
động_vật tôm
động_vật_không_xương_sống động_vật_nhai_lại
chim_ưng loài_nhai_lại
động_vật_gốc_lẻ giẽ_giun
châu_chấu họ_Cua
ve khái
động_vật_ăn_thịt Alauda_arvensis
ngựa_non heo_nái
bồ_nông_biển rùa_táp_thường
thỏ heo_sữa
cá_xương chim_hồng_y
bướm_đêm sả_rừng
loài_không_xương_sống con_vịt_trời
mèo_lớn con_cắc_kè
chó_nuôi hồng_hạc
động_vật_có_nhau_thai cừu_tơ
động_vật_họ_Chó động_vật_không_ăn_tạp
chim_ưng vật_nuôi
cá_lờn_bơn voi_biển
con_heo cắc_kè
con_ấu_trùng con_sư_tử
con_cha lợn_non
thằn_lằn_Mĩ_nhiệt_đới giun_đất
chim_chân_màng chim_hót
chí American_kestrel
nhái thú_cha
Cá_xương_thật tê_giác
con_thỏ chim_ó_cá
móng_guốc_đực cún_yêu
chó_nhà gà_tây
chí lợn_sữa
vật_nuôi hải_tượng
châu_chấu chó_đi_lạc
động_vật_thân_mềm bracketed_blenny
chim_họ_quạ châu_chấu
chim_dẽ hươu_đực
cá_bracketed_blenny cá_chình_Bắc_Mỹ
sâu_bọ mòng_biển_lưng_đen
diệc họ_Cá_cơm
chim_biết_hót Aix_galericulata
thú_chưa_trưởng_thành bướm_xanh
mòng cún_yêu
động_vật_thuần_hoá lợn
động_vật_lưỡng_cư cá_bay
động_vật_ăn_thịt tịnh
cá_hồi thú_non
ếch_nhái bắp_cày
con_đực ễnh_ương_Mĩ
động_vật_thân_mềm hươu_đực
động_vật_có_vú_và_nhau_thai cừu_tơ
cóc chấy
giun_tròn khỉ_hình_người
côn_trùng bơn_Nam_Mĩ
chim_biết_hót côn_trùng_cánh_giống
cá_họ_Chép cá_lù_đù
động_vật_có_vú_non con_chấy
chim_biết_hót thú_cha
chim_chạy dẽ_giun
thú_guốc_lẻ thú_chưa_trưởng_thành
côn_trùng_cánh_giống động_vật_hữu_nhũ
bướm_giáp whiff
chim bạch_yến
động_vật_có_nhau_thai bò_sát
chó con_mồi
cá_vược ong
lợn_nhà Pediculus_corporis
chim_biết_hót chó_nuôi
huơu_nai công
động_vật_có_xương_sống ếch_nhái
con_lợn vật_nuôi
động_vật_gặm_nhấm_hai_cặp_răng_cửa chồn_zibelin
người heo_thịt
mèo ngựa_đực_non
hải_sâm họ_cá_chép
động_vật_có_nhau thờn_bơn_mắt_phải
động_vật_có_nhau_thai bạch_yến
loài_người ong_vò_vẽ
Cá_xương_thật chó_vô_chủ
bướm_bà hà_mã
thú_có_nhau con_đực
catostomid gà_mái_ghẹ
động_vật_hai_mảnh_vỏ chồn
họ_động_vật_nhai_lại sâu_bọ
chét cá_chình_Bắc_Mĩ
mèo_lớn thú_non
cá_pecca heo_sữa
chó chim_xa_bờ
cá_nhám_thu bò_sát_có_hai_hố_thái_dương
larid chân_thuỳ
thờn_bơn_mắt_phải con_đực
côn_trùng mèo_núi
gia_súc chó_săn
thú_non động_vật_có_vú_và_nhau_thai
động_vật_thân_mềm_chân_bụng cá_bơn
động_vật_chân_bụng khỉ
bọ_cánh_cứng bạn_tình
gà_rừng họ_Bổ_củi
ếch heo_nhà
động_vật_vỏ_giáp rận_cua
động_vật_có_nhau chim_ưng
động_vật_có_móng_guốc chim_hót
động_vật_có_vú chí
rận heo
bọ_cánh_cứng chó_săn
bò chúa_sơn_lâm
động_vật_ăn_thịt con_chí
thú sói
động_vật_móng_guốc mèo_mác-tét
chó_nuôi bướm
bọ_que côn_trùng_cánh_thẳng
động_vật_có_nhau_thai bướm_xanh
bồ_nông_biển con_vật_mẹ
cá_chép cá_thờn_bơn_mắt_phải
cá_bracketed_blenny chúa
con_lợn giun_sán
bướm_đêm bộ_móng_vuốt_đực
con_cạc lợn_nhà
con_mái cá_thờn_bơn_mắt_phải
rùa ong_vò_vẽ
chim_dẽ bào_thai
động_vật_da_dày động_vật_hay_đào
chim_biết_hót hùm
sâu_bướm Bonasa_umbellus
thai moóc
mèo_mactet chuột
thú_guốc_chẵn chim_cắt
chim_để_săn_bắt ruồi_trâu
mèo_rừng thú_có_túi
cá_mú gấu
bò_sát_có_hai_hố_thái_dương con_muôm_muỗm
chim_ứng ốc
bơn_mắt_phải động_vật_gặm_nhấm
con_heo whiff
ruồi chim_bồ_câu_nuôi
côn_trùng ngài_tằm
lợn heo_sữa
động_vật_thân_giáp chim_đực
chim_biết_hót báo
động_vật_có_vú_chưa_trưởng_thành động_vật_giáp_xác_mười_chân
động_vật_có_chân_vây hươu_đực
động_vật_có_nhau_thai động_vật_có_vú
con_mèo Bonasa_umbellus
giáp_xác_mười_chân con_dế
động_vật_bò_sát chim_săn_mồi
sâu_bướm bộ_Cá_nóc
con_mái Panthera_leo
động_vật_da_dày báo
bướm_giáp động_vật_có_xương_sống
chấy bơn_sao
chim_lội_nước bắp_cày
thú_có_nhau ngoé
con_lợn vượn_người
con_đực chuột_chũi_chúa
chim_biết_hót Scomber_japonicus
động_vật_nhai_lại chi_chuột_hai_chân
con_mèo vịt_Bắc_Kinh
chó_nghiệp_vụ thờn_bơn
lợn đỉa
động_vật_có_nhau con_thú_bố
cá_vược chó_pug
động_vật_thuần_hoá quái_thai
ếch_nhái chim_choắt
bố bơn_Nam_Mĩ
động_vật_chân_đốt chim_chích_Tân_thế_giới
cá_thu linh_miêu
động_vật_có_nhau con_dế
chim_săn_mồi chó_Đức
động_vật_có_xương_sống mòng_két
côn_trùng dơi
bò_nhà ong_vẽ
côn_trùng Larus_marinus
chim_choi_choi con_muỗm
Bổ_củi con_cá_rô_chó
động_vật_móng_guốc động_vật_ăn_sâu_bọ
động_vật_đực thai_nhi
ngựa chó_vô_chủ
động_vật_thân_giáp lợn_lòi
mèo Mandrillus_leucophaeus
động_vật_nhai_lại vật_nuôi
cá_dẹp dẽ_gà
mèo_lớn heo_thịt
động_vật_có_vú_non cá_chình
cá_vược ngựa_kéo
mòng chim_bồ_câu_nhà
côn_trùng_cánh_thẳng linh_trưởng
con_cá_chép Scomber_japonicus
con_ruổi_trâu con_ốc
thú_ăn_thịt họ_Gà_tây
chó_nhà heo_sữa
dẽ bơn_sao
con_cạc Richmondena_Cardinalis
choi_choi tortricid
thú_có_nhau nòng_nọc
người động_vật_da_dày
cá_bơn động_vật_chân_khớp
động_vật_hữu_nhũ cóc_bụng_lửa
côn_trùng_cánh_màng cá_thờn_bơn
ong_vò_vẽ Larus_marinus
heo chim_bồ_câu_nuôi
hoét_nước nhân_thế
động_vật_có_vú cá_thu
thú_chưa_trưởng_thành con_thỏ_rừng
gà_gô heo_nhà
con_cá_chép bồ_câu_nuôi
thú_chưa_trưởng_thành báo_hoa_mai
con_mái chim_bồ_câu
gà_gô con_người
linh_miêu bơn_Nam_Mĩ
Bộ_Mười_chân Phthirius_pubis
chim_săn_mồi mèo_mướp
chim_chích_choè cá_vây_gai
ruồi động_vật_móng_guốc
bào_thai bơn_Nam_Mĩ
chó con_chấy
cá_blennioid cóc_lửa
ấu_trùng thỏ
chuột_bào_thai chuột_chũi
con_mèo động_vật_thân_mềm
heo_con chồn_zibelin
động_vật_có_vú_và_nhau_thai thú_non
động_vật_ăn_thịt sên
con_cá_rô_chó động_vật_nhai_lại
con_heo thú_ăn_thịt
thu thú_túi
cá_bơn sáo_đá_châu_Á
động_vật_gặm_nhấm_hai_cặp_răng_cửa động_vật_nhai_lại
giun_đốt gõ_kiến_Bắc_Mĩ
bò_brahman đỉa
thú ếch_nhái
chim_hải_âu_petrel thu_ngừ
châu_chấu ngựa_non
mèo_lớn động_vật_có_vú_non
côn_trùng_cánh_đều con_người
con_đỉa họ_Cá_song
heo_nhà thú_non
cá_sụn ngựa_sông
chim_biết_hót thằn_lằn
loài_gặm_nhấm ếch_nhái
nhái cá_chình_Bắc_Mỹ
con_heo bào_ngư_vành_tai
chim_bồ_câu linh_miêu
động_vật_có_chân_màng Martes_pennanti
động_vật Meleagris_gallopavo
động_vật_có_xương_sống linh_trưởng_thuộc_họ_Người
chồn_mactet chú_thỏ
động_vật_ăn_thịt con_cheo_cheo
côn_trùng_cánh_đều chuột_lắt
cá_bơn thú_bố
catostomid cá_rô_chó
cá_bơn sứa
nhái chuột
chim_biết_hót chim_đớp_ruồi
châu_chấu_râu_ngắn động_vật_không_ăn_tạp
thú_có_nhau mèo_nhà
chim_săn_mồi chim_lềnh_đềnh
động_vật_lưỡng_cư cá_nục_Mỹ
côn_trùng_cánh_màng ễnh_ương
ngư_long động_vật_thân_mềm_chân_bụng
động_vật_có_xương_sống giẽ_giun
cá_vây_gai hải_cẩu
thằn_lằn_cá động_vật_thiếu_răng
động_vật_chân_bụng chó
thuỷ_tức gia_súc
mèo_lớn nai_đực
động_vật_có_vú_non chim_săn_mồi
chó_nhà chó
gia_súc gõ_kiến_Bắc_Mĩ
bơn_mắt_phải chuột_chũi
Bộ_Mười_chân con_yểng
động_vật_nhai_lại giun
com_châu_chấu bào_ngư_vành_tai
lợn rẽ_giun
chó_nhà mèo_mactet
vẹt cào_cào
động_vật_có_vú_và_nhau_thai sán_lợn
sáo lợn_sữa
cá_chép hồng_y
bò mòng_bể
bò ấu_trùng
bò loài_gặm_nhấm
con_mái trút
cá_họ_Chép Larus_marinus
động_vật_có_vú_và_nhau_thai chim_đớp_ruồi
bò_nhà loài_ăn_sâu_bọ
con_vịt hanh
mèo choắt_rừng
ốc cá_thu_Nhật_Bản
heo_con Calliphora_vicina
ngựa_con heo_con
con_vịt phôi
con_bố ếch_ương_beo
động_vật_nhai_lại động_vật_có_móng_guốc
thờn_bơn mãng_xà
động_vật_thuộc_phân_họ_Mèo Carassius_vulgaris
cá_thờn_bơn tuần_lộc
thú_có_nhau động_vật_chân_guốc_lẻ
giáp_xác_mười_chân chim_cay
động_vật bộ_chuồn_chuồn
động_vật_có_vú_non Orthotomus_sutorius
động_vật_lưỡng_cư chình_Bắc_Mĩ
chim_sẻ chồn
cá_xương thai_nhi
bộ_móng_vuốt_đực cá_chình_Bắc_Mĩ
ấu_trùng chum_salmon
ngoé giun_kim
vịt loài_tám_chân
lợn la
chó_định_vị đuôi_cứng
choi_choi con_huowu_chuột
cá_họ_Chép cún_con
côn_trùng_thể_mạng con_vịt_trời
thằn_lằn_phi_long heo_rừng
động_vật_họ_Chó ốc_xà_cừ
chim_bồ_nông_biển cá_thờn_bơn_mắt_phải
chim_coraciiform linh_cẩu
động_vật_thuần_hoá ong_thợ
động_vật_gốc_lẻ cá_mú
mèo_hoang nhái
chó_nuôi chim_bồ_cắt
gõ_kiến gấu_trúc_đỏ
chó_nuôi con
mòng_biển thú_cha
chó_nuôi chim_diệc
thú_túi nhân_thế
động_vật_thân_giáp côn_trùng_thể_mạng
động_vật_ăn_thịt bướm_cánh_vẩy
động_vật_có_túi côn_trùng_cánh_màng
gia_súc cá_nhám_thu
chồn_mactet con_trai
sâu_bọ loài_nhai_lại
thú_guốc_chẵn động_vật_móng_guốc
động_vật_nhai_lại con_cắc_kè
thú_guốc_chẵn chum_salmon
lợn_nhà chim_tyrannid
côn_trùng Richmondena_Cardinalis
chim_để_săn_bắt dẽ
động_vật con_cò
cá_dẹp chim_hồng_tước
động_vật_có_nhau_thai cá_thái_dương
chồn chim_bộ_Cú
động_vật_không_xương_sống chim_choi_choi
con_đực ngựa_con
cá_mú choi_choi
ruồi con_lợn
cá_vược phôi
chim_sáo_đá_châu_Á ruồi_trâu
hoét_nước lợn_non
chim_ưng con_chí
mòng_biển gà_trống_choai
chó_nhà côn_trùng_cánh_đều
gà_gô Accipiter_nisus
sáo_đá_châu_Á vật_nuôi
chim_biển ngài_tằm_lớn
động_vật chuột_túi
họ_động_vật_nhai_lại ngựa_đực_con
bướm_bà cá_bơn_sao
cá_blennioid thú_nuôi
động_vật_hai_mảnh_vỏ động_vật_chân_đầu
con_bố bracketed_blenny
côn_trùng ngựa_đực_giống
ngành_Da_gai woodcock
bướm_đêm ruồi_lằng
chim_bồ_câu ngoé
ruồi_lằng động_vật_thiếu_răng
động_vật bơn_mắt_phải
nhái ngựa_đực_non
bọ_chét khỉ_hình_người
côn_trùng_thể_mạng chim_dẽ_giun
bọ_chét bọ_rùa
giun_tròn gấu
cuculiform moóc
cá_vây_gai chim_cốc
chim_ưng cá_heo_chuột
chim_ưng muôm_muỗm
lớp_Bò_sát thú_túi
động_vật_chân_vây mèo_nuôi
bọ_ve sán_lá
động_vật_có_xương_sống động_vật_ăn_côn_trùng
chim_biết_hót cá_họ_Chép
chim_trĩ chó_chăn_cừu
bọ_chét bò_rừng_bizon
châu_chấu thú_có_túi
mèo_lớn động_vật_có_nhau_thai
con_mái linh_trưởng_thuộc_họ_Người
bộ_móng_vuốt_đực chim
Cá_xương_thật gà_trống_tơ
thú_có_nhau chúa_sơn_lâm
động_vật_có_chân_màng cừu_tơ
linh_trưởng động_vật_có_vú_non
cá_gunnal bò_sát_không_cung
thú_ăn_thịt ốc_xà_cừ
côn_trùng_thể_mạng cá_thờn_bơn
ong_vẽ heo_sữa
động_vật_có_vú_chưa_trưởng_thành động_vật_hay_đào
con_mèo cá_hồi_chó
gia_súc bơn_sao
lợn_con chim_báo_bão
ếch cá_chép_họ_Cá_mõm_trâu
động_vật_có_nhau_thai cá_chó_nhỏ
động_vật_thân_mềm_chân_bụng thú_ăn_thịt
động_vật_có_xương_sống Sander_vitreus
thu con_bố
chép mòng_bể
bò ngài_tằm_lớn
con_ấu_trùng côn_trùng_cánh_màng
cá_chép hươu_nai_đực
mèo_hoang Mandrillus_leucophaeus
côn_trùng dế
động_vật_nhai_lại chim_sả
chó động_vật_chân_đốt
cá_dẹp con_khái
loài_người bướm_giáp
choi_choi Cercopithecus_aethiops_pygerythrus
ong_bắp_cày chim_đại_dương
